,data1,data2,data3,data4,data5,data6,data7,data8,label
42,-3966310,-8181980,-4440728,-7914785,-8381726,-5068258,-5624476,-8105807,1
43,-3938660,-7034831,-4465881,-7274657,-6588921,-6203948,-6192739,-8068877,1
44,-3899968,-1299053,-4308507,-1703872,-700984,-4527761,-4105037,-8092664,1
45,-3896679,1003253,-4206558,1016756,1009828,-2771176,-2583108,-8128936,1
46,-3928162,-2657971,-4254062,-2198679,-3051795,-2776711,-3081709,-8145414,1
47,-3965737,-8182409,-4440714,-7915062,-8382351,-5069731,-5624966,-8105390,1
48,-3937999,-7036826,-4465860,-7276399,-6591496,-6205969,-6193636,-8068326,1
49,-3899212,-1302051,-4308362,-1706767,-704548,-4529696,-4105981,-8092030,1
50,-3895984,1001598,-4206375,1015332,1008228,-2771828,-2583039,-8128397,1
51,-3927630,-2660639,-4254051,-2201046,-3054079,-2777305,-3081934,-8145044,1
52,-3965241,-8182859,-4440762,-7915796,-8382514,-5071573,-5625182,-8105096,1
53,-3937554,-7035745,-4465894,-7275498,-6590949,-6207384,-6192869,-8068112,1
54,-3898821,-1303304,-4308487,-1708729,-706574,-4530262,-4105804,-8091823,1
55,-3895522,1001219,-4206419,1014277,1007804,-2771712,-2582936,-8128117,1
56,-3926961,-2660024,-4253863,-2201490,-3053233,-2776647,-3081443,-8144579,1
57,-3964644,-8182378,-4440616,-7915184,-8381754,-5069957,-5623804,-8104773,1
58,-3936981,-7035115,-4465768,-7274828,-6590614,-6205605,-6191321,-8067808,1
59,-3898276,-1304255,-4308431,-1709759,-707483,-4529696,-4105467,-8091466,1
60,-3895088,1000269,-4206485,1013683,1007142,-2771991,-2583276,-8127836,1
61,-3926681,-2662664,-4254097,-2202791,-3055593,-2777599,-3082336,-8144467,1
62,-3964238,-8183671,-4440790,-7916558,-8382894,-5071681,-5624835,-8104554,1
63,-3936547,-7033637,-4465881,-7273671,-6589049,-6205974,-6190940,-8067577,1
64,-3897785,-1302924,-4308428,-1708502,-706669,-4528231,-4104592,-8091154,1
65,-3894490,1000599,-4206344,1013597,1007155,-2770162,-2582506,-8127432,1
66,-3926004,-2661604,-4253872,-2202845,-3055083,-2776212,-3081792,-8144009,1
67,-3963737,-8184194,-4440823,-7917442,-8383232,-5072047,-5625462,-8104257,1
68,-3936088,-7033011,-4465967,-7272864,-6588019,-6206611,-6191259,-8067315,1
69,-3897261,-1302661,-4308402,-1707271,-705492,-4528486,-4104444,-8090806,1
70,-3893937,999253,-4206294,1012976,1006196,-2770625,-2582740,-8127049,1
71,-3925491,-2664560,-4253877,-2204649,-3057110,-2776984,-3082314,-8143666,1
72,-3963254,-8184482,-4440856,-7917594,-8383363,-5072442,-5625831,-8103973,1
73,-3935474,-7031767,-4465838,-7271927,-6586760,-6206269,-6191002,-8066909,1
74,-3896655,-1301418,-4308256,-1706312,-703946,-4528243,-4104082,-8090422,1
75,-3893372,998649,-4206196,1012331,1005306,-2770616,-2582931,-8126709,1
76,-3925006,-2666441,-4253903,-2206682,-3059264,-2777295,-3083079,-8143387,1
